name,career_url,ats_type,h1b_history_score,priority,is_active,notes
Applytonumeral,applytonumeral,greenhouse,40,low,1,bulk-verified; 3 jobs
Atomiccartoons,atomiccartoons,greenhouse,40,low,1,bulk-verified; 3 jobs
Aura798,aura798,greenhouse,40,low,1,bulk-verified; 3 jobs
Autogenai,autogenai,greenhouse,40,low,1,bulk-verified; 3 jobs
Automox,automox,greenhouse,40,low,1,bulk-verified; 3 jobs
Autura,autura,greenhouse,40,low,1,bulk-verified; 3 jobs
Axial,axial,greenhouse,40,low,1,bulk-verified; 3 jobs
Axuall,axuall,greenhouse,40,low,1,bulk-verified; 3 jobs
Basejobs,basejobs,greenhouse,40,low,1,bulk-verified; 3 jobs
Benchprep,benchprep,greenhouse,40,low,1,bulk-verified; 3 jobs
Bidease,bidease,greenhouse,40,low,1,bulk-verified; 3 jobs
Boloai,boloai,greenhouse,40,low,1,bulk-verified; 3 jobs
Bosapropertiesinc,bosapropertiesinc,greenhouse,40,low,1,bulk-verified; 3 jobs
Brileysecurities,brileysecurities,greenhouse,40,low,1,bulk-verified; 3 jobs
Businessoffashion,businessoffashion,greenhouse,40,low,1,bulk-verified; 3 jobs
Californiaacademyofsciences,californiaacademyofsciences,greenhouse,40,low,1,bulk-verified; 3 jobs
Callibrity,callibrity,greenhouse,40,low,1,bulk-verified; 3 jobs
Canto,canto,greenhouse,40,low,1,bulk-verified; 3 jobs
Capitalize,capitalize,greenhouse,40,low,1,bulk-verified; 3 jobs
Carbonfuture,carbonfuture,greenhouse,40,low,1,bulk-verified; 3 jobs
Cdbabyjobs,cdbabyjobs,greenhouse,40,low,1,bulk-verified; 3 jobs
Cerebral,cerebral,greenhouse,40,low,1,bulk-verified; 3 jobs
Checkbook,checkbook,greenhouse,40,low,1,bulk-verified; 3 jobs
Chompscareers,chompscareers,greenhouse,40,low,1,bulk-verified; 3 jobs
Ciq,ciq,greenhouse,40,low,1,bulk-verified; 3 jobs
Civisanalytics,civisanalytics,greenhouse,40,low,1,bulk-verified; 3 jobs
Clearlinktechnologiesllc,clearlinktechnologiesllc,greenhouse,40,low,1,bulk-verified; 3 jobs
Clearpathforveterans,clearpathforveterans,greenhouse,40,low,1,bulk-verified; 3 jobs
Climatelead,climatelead,greenhouse,40,low,1,bulk-verified; 3 jobs
Cofraholding,cofraholding,greenhouse,40,low,1,bulk-verified; 3 jobs
Compliancygroupllc,compliancygroupllc,greenhouse,40,low,1,bulk-verified; 3 jobs
Convelocareers,convelocareers,greenhouse,40,low,1,bulk-verified; 3 jobs
Corestory,corestory,greenhouse,40,low,1,bulk-verified; 3 jobs
Corporatecareers,corporatecareers,greenhouse,40,low,1,bulk-verified; 3 jobs
Cosmoslabs,cosmoslabs,greenhouse,40,low,1,bulk-verified; 3 jobs
Costar,costar,greenhouse,40,low,1,bulk-verified; 3 jobs
Crescendohealth,crescendohealth,greenhouse,40,low,1,bulk-verified; 3 jobs
Criticalmassgroup,criticalmassgroup,greenhouse,40,low,1,bulk-verified; 3 jobs
Cutover,cutover,greenhouse,40,low,1,bulk-verified; 3 jobs
Cuyana,cuyana,greenhouse,40,low,1,bulk-verified; 3 jobs
Cytokinetics,cytokinetics,greenhouse,40,low,1,bulk-verified; 3 jobs
Daiyafoodsinc,daiyafoodsinc,greenhouse,40,low,1,bulk-verified; 3 jobs
Das42,das42,greenhouse,40,low,1,bulk-verified; 3 jobs
Dbeconorthamerica,dbeconorthamerica,greenhouse,40,low,1,bulk-verified; 3 jobs
Decibelfoundation,decibelfoundation,greenhouse,40,low,1,bulk-verified; 3 jobs
Deeplocal,deeplocal,greenhouse,40,low,1,bulk-verified; 3 jobs
Demandscience,demandscience,greenhouse,40,low,1,bulk-verified; 3 jobs
Digitalextremes,digitalextremes,greenhouse,40,low,1,bulk-verified; 3 jobs
Digitaleclipse,digitaleclipse,greenhouse,40,low,1,bulk-verified; 3 jobs
Dlpbank,dlpbank,greenhouse,40,low,1,bulk-verified; 3 jobs
Docnetwork,docnetwork,greenhouse,40,low,1,bulk-verified; 3 jobs
Dollarshaveclub,dollarshaveclub,greenhouse,40,low,1,bulk-verified; 3 jobs
Doma,doma,greenhouse,40,low,1,bulk-verified; 3 jobs
Dubber,dubber,greenhouse,40,low,1,bulk-verified; 3 jobs
Dynotherapeutics,dynotherapeutics,greenhouse,40,low,1,bulk-verified; 3 jobs
Eaglebusinesscredit,eaglebusinesscredit,greenhouse,40,low,1,bulk-verified; 3 jobs
Eamesinstitute,eamesinstitute,greenhouse,40,low,1,bulk-verified; 3 jobs
Element451Jobs,element451jobs,greenhouse,40,low,1,bulk-verified; 3 jobs
Enformion,enformion,greenhouse,40,low,1,bulk-verified; 3 jobs
Enscohotjobs,enscohotjobs,greenhouse,40,low,1,bulk-verified; 3 jobs
Etec,etec,greenhouse,40,low,1,bulk-verified; 3 jobs
Ethicinvesting,ethicinvesting,greenhouse,40,low,1,bulk-verified; 3 jobs
Fairchildimagingcom,fairchildimagingcom,greenhouse,40,low,1,bulk-verified; 3 jobs
Fastautoloansinc,fastautoloansinc,greenhouse,40,low,1,bulk-verified; 3 jobs
Fastpaydayloansfloridainc,fastpaydayloansfloridainc,greenhouse,40,low,1,bulk-verified; 3 jobs
Fivesky,fivesky,greenhouse,40,low,1,bulk-verified; 3 jobs
Flashfood,flashfood,greenhouse,40,low,1,bulk-verified; 3 jobs
Flockhomes,flockhomes,greenhouse,40,low,1,bulk-verified; 3 jobs
Flyflat,flyflat,greenhouse,40,low,1,bulk-verified; 3 jobs
Flywaygames,flywaygames,greenhouse,40,low,1,bulk-verified; 3 jobs
Formbio,formbio,greenhouse,40,low,1,bulk-verified; 3 jobs
Fractylhealthinc,fractylhealthinc,greenhouse,40,low,1,bulk-verified; 3 jobs
Fr Coalition,fr-coalition,greenhouse,40,low,1,bulk-verified; 3 jobs
Fulcrumglobaltechnologies,fulcrumglobaltechnologies,greenhouse,40,low,1,bulk-verified; 3 jobs
Gaintheory,gaintheory,greenhouse,40,low,1,bulk-verified; 3 jobs
Gallaghereveliusjonesllp,gallaghereveliusjonesllp,greenhouse,40,low,1,bulk-verified; 3 jobs
Galvanizeclimatesolutions,galvanizeclimatesolutions,greenhouse,40,low,1,bulk-verified; 3 jobs
Garagepros,garagepros,greenhouse,40,low,1,bulk-verified; 3 jobs
Gimbal34,gimbal34,greenhouse,40,low,1,bulk-verified; 3 jobs
Girleffect,girleffect,greenhouse,40,low,1,bulk-verified; 3 jobs
Go1Au,go1au,greenhouse,40,low,1,bulk-verified; 3 jobs
Goalsyria,goalsyria,greenhouse,40,low,1,bulk-verified; 3 jobs
Go1Eu,go1eu,greenhouse,40,low,1,bulk-verified; 3 jobs
Goodwaygroup,goodwaygroup,greenhouse,40,low,1,bulk-verified; 3 jobs
Goody,goody,greenhouse,40,low,1,bulk-verified; 3 jobs
Grayscaleinvestments,grayscaleinvestments,greenhouse,40,low,1,bulk-verified; 3 jobs
Greenlightguru,greenlightguru,greenhouse,40,low,1,bulk-verified; 3 jobs
Greylondon,greylondon,greenhouse,40,low,1,bulk-verified; 3 jobs
Greenpeace,greenpeace,greenhouse,40,low,1,bulk-verified; 3 jobs
Happymoney,happymoney,greenhouse,40,low,1,bulk-verified; 3 jobs
Harringtonorthodontics,harringtonorthodontics,greenhouse,40,low,1,bulk-verified; 3 jobs
Houndmoundsincdbapoop911,houndmoundsincdbapoop911,greenhouse,40,low,1,bulk-verified; 3 jobs
Hrttalentcommunity,hrttalentcommunity,greenhouse,40,low,1,bulk-verified; 3 jobs
Hungryroot,hungryroot,greenhouse,40,low,1,bulk-verified; 3 jobs
Hummingbirdregtech,hummingbirdregtech,greenhouse,40,low,1,bulk-verified; 3 jobs
Icon Boiler,icon-boiler,greenhouse,40,low,1,bulk-verified; 3 jobs
Imbue,imbue,greenhouse,40,low,1,bulk-verified; 3 jobs
Immoverkauf24,immoverkauf24,greenhouse,40,low,1,bulk-verified; 3 jobs
Immunefi,immunefi,greenhouse,40,low,1,bulk-verified; 3 jobs
Imubit,imubit,greenhouse,40,low,1,bulk-verified; 3 jobs
Inflect,inflect,greenhouse,40,low,1,bulk-verified; 3 jobs
Interpayments,interpayments,greenhouse,40,low,1,bulk-verified; 3 jobs
Intradiem,intradiem,greenhouse,40,low,1,bulk-verified; 3 jobs
Ironwoodpharmaceuticals,ironwoodpharmaceuticals,greenhouse,40,low,1,bulk-verified; 3 jobs
Itftherapeutics,itftherapeutics,greenhouse,40,low,1,bulk-verified; 3 jobs
Jobsforthefuture,jobsforthefuture,greenhouse,40,low,1,bulk-verified; 3 jobs
Junglescout,junglescout,greenhouse,40,low,1,bulk-verified; 3 jobs
Jwplumbingheatingair,jwplumbingheatingair,greenhouse,40,low,1,bulk-verified; 3 jobs
Just Global,just-global,greenhouse,40,low,1,bulk-verified; 3 jobs
Kadmos3,kadmos3,greenhouse,40,low,1,bulk-verified; 3 jobs
Katemcleod,katemcleod,greenhouse,40,low,1,bulk-verified; 3 jobs
Kernalbio,kernalbio,greenhouse,40,low,1,bulk-verified; 3 jobs
Ketchumuscareers,ketchumuscareers,greenhouse,40,low,1,bulk-verified; 3 jobs
Khaerospace,khaerospace,greenhouse,40,low,1,bulk-verified; 3 jobs
Kickstarter,kickstarter,greenhouse,40,low,1,bulk-verified; 3 jobs
Kuraoncology,kuraoncology,greenhouse,40,low,1,bulk-verified; 3 jobs
Lakeforestanimalhospital,lakeforestanimalhospital,greenhouse,40,low,1,bulk-verified; 3 jobs
Learneo,learneo,greenhouse,40,low,1,bulk-verified; 3 jobs
Leit,leit,greenhouse,40,low,1,bulk-verified; 3 jobs
Lightrun,lightrun,greenhouse,40,low,1,bulk-verified; 3 jobs
Lisc,lisc,greenhouse,40,low,1,bulk-verified; 3 jobs
Lirio,lirio,greenhouse,40,low,1,bulk-verified; 3 jobs
Loftfederal,loftfederal,greenhouse,40,low,1,bulk-verified; 3 jobs
Logos,logos,greenhouse,40,low,1,bulk-verified; 3 jobs
Logiwacareers,logiwacareers,greenhouse,40,low,1,bulk-verified; 3 jobs
Lokalise,lokalise,greenhouse,40,low,1,bulk-verified; 3 jobs
Lookout,lookout,greenhouse,40,low,1,bulk-verified; 3 jobs
Lookoutinc,lookoutinc,greenhouse,40,low,1,bulk-verified; 3 jobs
Lucenia,lucenia,greenhouse,40,low,1,bulk-verified; 3 jobs
Lumahealth,lumahealth,greenhouse,40,low,1,bulk-verified; 3 jobs
Manifoldai,manifoldai,greenhouse,40,low,1,bulk-verified; 3 jobs
Mandm,mandm,greenhouse,40,low,1,bulk-verified; 3 jobs
Masterclass,masterclass,greenhouse,40,low,1,bulk-verified; 3 jobs
Matherplace,matherplace,greenhouse,40,low,1,bulk-verified; 3 jobs
Medispend,medispend,greenhouse,40,low,1,bulk-verified; 3 jobs
Mercyforanimals,mercyforanimals,greenhouse,40,low,1,bulk-verified; 3 jobs
Midpointmarkets,midpointmarkets,greenhouse,40,low,1,bulk-verified; 3 jobs
Minno,minno,greenhouse,40,low,1,bulk-verified; 3 jobs
Monocl,monocl,greenhouse,40,low,1,bulk-verified; 3 jobs
Monograph,monograph,greenhouse,40,low,1,bulk-verified; 3 jobs
Moon,moon,greenhouse,40,low,1,bulk-verified; 3 jobs
Muralhealth,muralhealth,greenhouse,40,low,1,bulk-verified; 3 jobs
Mwamevents,mwamevents,greenhouse,40,low,1,bulk-verified; 3 jobs
Nansen,nansen,greenhouse,40,low,1,bulk-verified; 3 jobs
Nanopathinc,nanopathinc,greenhouse,40,low,1,bulk-verified; 3 jobs
Nasstudios,nasstudios,greenhouse,40,low,1,bulk-verified; 3 jobs
Neocol,neocol,greenhouse,40,low,1,bulk-verified; 3 jobs
Neptunebio,neptunebio,greenhouse,40,low,1,bulk-verified; 3 jobs
Newglobesandbox,newglobesandbox,greenhouse,40,low,1,bulk-verified; 3 jobs
Nexla,nexla,greenhouse,40,low,1,bulk-verified; 3 jobs
Nichecom,nichecom,greenhouse,40,low,1,bulk-verified; 3 jobs
Novatize,novatize,greenhouse,40,low,1,bulk-verified; 3 jobs
Numattechnologies,numattechnologies,greenhouse,40,low,1,bulk-verified; 3 jobs
Numa,numa,greenhouse,40,low,1,bulk-verified; 3 jobs
Ogilvycanada,ogilvycanada,greenhouse,40,low,1,bulk-verified; 3 jobs
Omidyarnetwork,omidyarnetwork,greenhouse,40,low,1,bulk-verified; 3 jobs
Onarchipelago,onarchipelago,greenhouse,40,low,1,bulk-verified; 3 jobs
Oneacrefundglobal,oneacrefundglobal,greenhouse,40,low,1,bulk-verified; 3 jobs
Oneacrefundburundi,oneacrefundburundi,greenhouse,40,low,1,bulk-verified; 3 jobs
Oneacrefundzambia,oneacrefundzambia,greenhouse,40,low,1,bulk-verified; 3 jobs
Oneacrefundrwanda,oneacrefundrwanda,greenhouse,40,low,1,bulk-verified; 3 jobs
Openly,openly,greenhouse,40,low,1,bulk-verified; 3 jobs
Openteams,openteams,greenhouse,40,low,1,bulk-verified; 3 jobs
Opploans,opploans,greenhouse,40,low,1,bulk-verified; 3 jobs
Orilliadentist,orilliadentist,greenhouse,40,low,1,bulk-verified; 3 jobs
Orthosportsmedphysicaltherapyjobs,orthosportsmedphysicaltherapyjobs,greenhouse,40,low,1,bulk-verified; 3 jobs
Paperlesspost,paperlesspost,greenhouse,40,low,1,bulk-verified; 3 jobs
Partnercentricinc,partnercentricinc,greenhouse,40,low,1,bulk-verified; 3 jobs
Payhawk1,payhawk1,greenhouse,40,low,1,bulk-verified; 3 jobs
Pdmgroupasp,pdmgroupasp,greenhouse,40,low,1,bulk-verified; 3 jobs
Pbigordoncompaniesinc,pbigordoncompaniesinc,greenhouse,40,low,1,bulk-verified; 3 jobs
Perryhealthinc,perryhealthinc,greenhouse,40,low,1,bulk-verified; 3 jobs
Phantomai,phantomai,greenhouse,40,low,1,bulk-verified; 3 jobs
Phiture,phiture,greenhouse,40,low,1,bulk-verified; 3 jobs
Philliesgameday,philliesgameday,greenhouse,40,low,1,bulk-verified; 3 jobs
Piaggiofastforward,piaggiofastforward,greenhouse,40,low,1,bulk-verified; 3 jobs
Pineadvisorsolutions,pineadvisorsolutions,greenhouse,40,low,1,bulk-verified; 3 jobs
Pinnacolassurance,pinnacolassurance,greenhouse,40,low,1,bulk-verified; 3 jobs
Pinwheelapi,pinwheelapi,greenhouse,40,low,1,bulk-verified; 3 jobs
Pirateship,pirateship,greenhouse,40,low,1,bulk-verified; 3 jobs
Pixability,pixability,greenhouse,40,low,1,bulk-verified; 3 jobs
Pixocial,pixocial,greenhouse,40,low,1,bulk-verified; 3 jobs
Pliancy,pliancy,greenhouse,40,low,1,bulk-verified; 3 jobs
Polychaincapital,polychaincapital,greenhouse,40,low,1,bulk-verified; 3 jobs
Ponderosa,ponderosa,greenhouse,40,low,1,bulk-verified; 3 jobs
Prendiodbaprendiobioprocure,prendiodbaprendiobioprocure,greenhouse,40,low,1,bulk-verified; 3 jobs
Predictiveindex,predictiveindex,greenhouse,40,low,1,bulk-verified; 3 jobs
Pressable,pressable,greenhouse,40,low,1,bulk-verified; 3 jobs
Pricefox,pricefox,greenhouse,40,low,1,bulk-verified; 3 jobs
Prisma6,prisma6,greenhouse,40,low,1,bulk-verified; 3 jobs
Primerai,primerai,greenhouse,40,low,1,bulk-verified; 3 jobs
Procogia,procogia,greenhouse,40,low,1,bulk-verified; 3 jobs
Propublica,propublica,greenhouse,40,low,1,bulk-verified; 3 jobs
Propublica02,propublica02,greenhouse,40,low,1,bulk-verified; 3 jobs
Pubnub,pubnub,greenhouse,40,low,1,bulk-verified; 3 jobs
Pulmovant,pulmovant,greenhouse,40,low,1,bulk-verified; 3 jobs
Quillbot,quillbot,greenhouse,40,low,1,bulk-verified; 3 jobs
Quilt,quilt,greenhouse,40,low,1,bulk-verified; 3 jobs
Rakutenmedical18,rakutenmedical18,greenhouse,40,low,1,bulk-verified; 3 jobs
Rapporttherapeutics,rapporttherapeutics,greenhouse,40,low,1,bulk-verified; 3 jobs
Resonantenergy,resonantenergy,greenhouse,40,low,1,bulk-verified; 3 jobs
Resolvetosavelives,resolvetosavelives,greenhouse,40,low,1,bulk-verified; 3 jobs
Reunionmarketing,reunionmarketing,greenhouse,40,low,1,bulk-verified; 3 jobs
Rexfordindustrial,rexfordindustrial,greenhouse,40,low,1,bulk-verified; 3 jobs
Ripcpc,ripcpc,greenhouse,40,low,1,bulk-verified; 3 jobs
Roadie,roadie,greenhouse,40,low,1,bulk-verified; 3 jobs
Rootstocklabsltd,rootstocklabsltd,greenhouse,40,low,1,bulk-verified; 3 jobs
Samainc,samainc,greenhouse,40,low,1,bulk-verified; 3 jobs
Sandboxx,sandboxx,greenhouse,40,low,1,bulk-verified; 3 jobs
Sandiegocommunitypower,sandiegocommunitypower,greenhouse,40,low,1,bulk-verified; 3 jobs
Sandstonebaltimore,sandstonebaltimore,greenhouse,40,low,1,bulk-verified; 3 jobs
Sandstonecarecastlerock,sandstonecarecastlerock,greenhouse,40,low,1,bulk-verified; 3 jobs
Sandstonemaryland,sandstonemaryland,greenhouse,40,low,1,bulk-verified; 3 jobs
Santex,santex,greenhouse,40,low,1,bulk-verified; 3 jobs
Scalellp,scalellp,greenhouse,40,low,1,bulk-verified; 3 jobs
Scileads,scileads,greenhouse,40,low,1,bulk-verified; 3 jobs
Scotch,scotch,greenhouse,40,low,1,bulk-verified; 3 jobs
Seamlessai,seamlessai,greenhouse,40,low,1,bulk-verified; 3 jobs
Sedna,sedna,greenhouse,40,low,1,bulk-verified; 3 jobs
Selffinancial,selffinancial,greenhouse,40,low,1,bulk-verified; 3 jobs
Sendabiosciences,sendabiosciences,greenhouse,40,low,1,bulk-verified; 3 jobs
Seurat,seurat,greenhouse,40,low,1,bulk-verified; 3 jobs
Shearwater,shearwater,greenhouse,40,low,1,bulk-verified; 3 jobs
Shift4Lithuania,shift4lithuania,greenhouse,40,low,1,bulk-verified; 3 jobs
Shipwell,shipwell,greenhouse,40,low,1,bulk-verified; 3 jobs
Siegelfamilyendowment,siegelfamilyendowment,greenhouse,40,low,1,bulk-verified; 3 jobs
Sightlinemediagroup,sightlinemediagroup,greenhouse,40,low,1,bulk-verified; 3 jobs
Sleepdoctor,sleepdoctor,greenhouse,40,low,1,bulk-verified; 3 jobs
Southeastdermatology,southeastdermatology,greenhouse,40,low,1,bulk-verified; 3 jobs
Southstarcareers,southstarcareers,greenhouse,40,low,1,bulk-verified; 3 jobs
Sparkland,sparkland,greenhouse,40,low,1,bulk-verified; 3 jobs
Specterops,specterops,greenhouse,40,low,1,bulk-verified; 3 jobs
Splice,splice,greenhouse,40,low,1,bulk-verified; 3 jobs
Splashfinancial,splashfinancial,greenhouse,40,low,1,bulk-verified; 3 jobs
Sportandspinephysicaltherapy,sportandspinephysicaltherapy,greenhouse,40,low,1,bulk-verified; 3 jobs
Stackcommerce,stackcommerce,greenhouse,40,low,1,bulk-verified; 3 jobs
Studentplacements,studentplacements,greenhouse,40,low,1,bulk-verified; 3 jobs
Studiokraftonboard,studiokraftonboard,greenhouse,40,low,1,bulk-verified; 3 jobs
4Front,4front,lever,40,low,1,bulk-verified; 3 jobs
Accesssoftek,accesssoftek,lever,40,low,1,bulk-verified; 3 jobs
Adora,adora,lever,40,low,1,bulk-verified; 3 jobs
Aicrete,aicrete,lever,40,low,1,bulk-verified; 3 jobs
Aerostrat,aerostrat,lever,40,low,1,bulk-verified; 3 jobs
Airdna,airdna,lever,40,low,1,bulk-verified; 3 jobs
Ambergroup,ambergroup,lever,40,low,1,bulk-verified; 3 jobs
Andersgroup,andersgroup,lever,40,low,1,bulk-verified; 3 jobs
Arbitrumfoundation,arbitrumfoundation,lever,40,low,1,bulk-verified; 3 jobs
Avero,avero,lever,40,low,1,bulk-verified; 3 jobs
Baoinc,baoinc,lever,40,low,1,bulk-verified; 3 jobs
Bespokepost,bespokepost,lever,40,low,1,bulk-verified; 3 jobs
Biodigital,biodigital,lever,40,low,1,bulk-verified; 3 jobs
Blinq,blinq,lever,40,low,1,bulk-verified; 3 jobs
Blueland,blueland,lever,40,low,1,bulk-verified; 3 jobs
Bluecoding,bluecoding,lever,40,low,1,bulk-verified; 3 jobs
Bosonai,bosonai,lever,40,low,1,bulk-verified; 3 jobs
Brilliant,brilliant,lever,40,low,1,bulk-verified; 3 jobs
Celaralabs,celaralabs,lever,40,low,1,bulk-verified; 3 jobs
Cbtnuggets,cbtnuggets,lever,40,low,1,bulk-verified; 3 jobs
Cmgx,cmgx,lever,40,low,1,bulk-verified; 3 jobs
Coingecko,coingecko,lever,40,low,1,bulk-verified; 3 jobs
Concurrency,concurrency,lever,40,low,1,bulk-verified; 3 jobs
Conversica,conversica,lever,40,low,1,bulk-verified; 3 jobs
Curai,curai,lever,40,low,1,bulk-verified; 3 jobs
Cruxocm,cruxocm,lever,40,low,1,bulk-verified; 3 jobs
Cybourn,cybourn,lever,40,low,1,bulk-verified; 3 jobs
Dealerware,dealerware,lever,40,low,1,bulk-verified; 3 jobs
Demiurgestudios,demiurgestudios,lever,40,low,1,bulk-verified; 3 jobs
Engine,engine,lever,40,low,1,bulk-verified; 3 jobs
Envato,envato-2,lever,40,low,1,bulk-verified; 3 jobs
Esper,esper,lever,40,low,1,bulk-verified; 3 jobs
Ethenalabs,ethenalabs,lever,40,low,1,bulk-verified; 3 jobs
Evrealty Us,evrealty-us,lever,40,low,1,bulk-verified; 3 jobs
Fabertechnologies,fabertechnologies,lever,40,low,1,bulk-verified; 3 jobs
Findem,findem,lever,40,low,1,bulk-verified; 3 jobs
Founderscard,founderscard,lever,40,low,1,bulk-verified; 3 jobs
Getcircuit,getcircuit,lever,40,low,1,bulk-verified; 3 jobs
Gostudion,gostudion,lever,40,low,1,bulk-verified; 3 jobs
Gursey,gursey,lever,40,low,1,bulk-verified; 3 jobs
Healx,healx,lever,40,low,1,bulk-verified; 3 jobs
Highlandfleets,highlandfleets-2,lever,40,low,1,bulk-verified; 3 jobs
Houzz,houzz,lever,40,low,1,bulk-verified; 3 jobs
Influ2,influ2,lever,40,low,1,bulk-verified; 3 jobs
Intenseye,intenseye,lever,40,low,1,bulk-verified; 3 jobs
Januxrx,januxrx,lever,40,low,1,bulk-verified; 3 jobs
Kenko,kenko,lever,40,low,1,bulk-verified; 3 jobs
Kinsta,kinsta,lever,40,low,1,bulk-verified; 3 jobs
Jobscan,jobscan-2,lever,40,low,1,bulk-verified; 3 jobs
Logz,logz,lever,40,low,1,bulk-verified; 3 jobs
Lumiq Learn,lumiq-learn,lever,40,low,1,bulk-verified; 3 jobs
Luumlash,luumlash,lever,40,low,1,bulk-verified; 3 jobs
Magnify,magnify,lever,40,low,1,bulk-verified; 3 jobs
Mahmee,mahmee,lever,40,low,1,bulk-verified; 3 jobs
Marigoldhealth,marigoldhealth,lever,40,low,1,bulk-verified; 3 jobs
Massschoolbuildings,massschoolbuildings,lever,40,low,1,bulk-verified; 3 jobs
Menlovc,menlovc,lever,40,low,1,bulk-verified; 3 jobs
Metr,metr,lever,40,low,1,bulk-verified; 3 jobs
Mobile Action,mobile-action,lever,40,low,1,bulk-verified; 3 jobs
Myvessel,myvessel,lever,40,low,1,bulk-verified; 3 jobs
Newton,newton,lever,40,low,1,bulk-verified; 3 jobs
Numeris,numeris,lever,40,low,1,bulk-verified; 3 jobs
Oleria Security,oleria-security,lever,40,low,1,bulk-verified; 3 jobs
Optionmetrics,optionmetrics,lever,40,low,1,bulk-verified; 3 jobs
Overmind,overmind,lever,40,low,1,bulk-verified; 3 jobs
Perrknight,perrknight,lever,40,low,1,bulk-verified; 3 jobs
Ppkeystone,ppkeystone,lever,40,low,1,bulk-verified; 3 jobs
Prilenia,prilenia,lever,40,low,1,bulk-verified; 3 jobs
Productventures,productventures,lever,40,low,1,bulk-verified; 3 jobs
Prometheanworld,prometheanworld,lever,40,low,1,bulk-verified; 3 jobs
Promiserobotics,promiserobotics,lever,40,low,1,bulk-verified; 3 jobs
Pryon,pryon,lever,40,low,1,bulk-verified; 3 jobs
Pushpress,pushpress,lever,40,low,1,bulk-verified; 3 jobs
Reachpower,reachpower,lever,40,low,1,bulk-verified; 3 jobs
Relay Commerce,relay-commerce,lever,40,low,1,bulk-verified; 3 jobs
Renegade,renegade,lever,40,low,1,bulk-verified; 3 jobs
Relay,relay,lever,40,low,1,bulk-verified; 3 jobs
Researchgate,researchgate,lever,40,low,1,bulk-verified; 3 jobs
Revinate,revinate,lever,40,low,1,bulk-verified; 3 jobs
Rezotx,rezotx,lever,40,low,1,bulk-verified; 3 jobs
Saga Xyz,saga-xyz,lever,40,low,1,bulk-verified; 3 jobs
Scality,scality,lever,40,low,1,bulk-verified; 3 jobs
Simpleventures,simpleventures,lever,40,low,1,bulk-verified; 3 jobs
Sideinc,sideinc,lever,40,low,1,bulk-verified; 3 jobs
Skyboxlabs,skyboxlabs,lever,40,low,1,bulk-verified; 3 jobs
Solutiondesign,solutiondesign,lever,40,low,1,bulk-verified; 3 jobs
Sonrai Security,sonrai-security,lever,40,low,1,bulk-verified; 3 jobs
Stradaeducation,stradaeducation,lever,40,low,1,bulk-verified; 3 jobs
Swissborg,swissborg,lever,40,low,1,bulk-verified; 3 jobs
Swissblock,swissblock,lever,40,low,1,bulk-verified; 3 jobs
Synmax,synmax,lever,40,low,1,bulk-verified; 3 jobs
Syntax,syntax,lever,40,low,1,bulk-verified; 3 jobs
Tact,tact,lever,40,low,1,bulk-verified; 3 jobs
Tagup,tagup,lever,40,low,1,bulk-verified; 3 jobs
Tahoebio Ai,tahoebio-ai,lever,40,low,1,bulk-verified; 3 jobs
Teller,teller,lever,40,low,1,bulk-verified; 3 jobs
Terrahq,terrahq,lever,40,low,1,bulk-verified; 3 jobs
Thefp,thefp,lever,40,low,1,bulk-verified; 3 jobs
Totalexpert,totalexpert,lever,40,low,1,bulk-verified; 3 jobs
Triallibrary,triallibrary,lever,40,low,1,bulk-verified; 3 jobs
Trustarc,trustarc,lever,40,low,1,bulk-verified; 3 jobs
Unlikely,unlikely,lever,40,low,1,bulk-verified; 3 jobs
Vailsys,vailsys,lever,40,low,1,bulk-verified; 3 jobs
Veritasinv,veritasinv,lever,40,low,1,bulk-verified; 3 jobs
Viabill,viabill,lever,40,low,1,bulk-verified; 3 jobs
Visby,visby,lever,40,low,1,bulk-verified; 3 jobs
Visioninvest,visioninvest,lever,40,low,1,bulk-verified; 3 jobs
Whiterivertoyota,whiterivertoyota,lever,40,low,1,bulk-verified; 3 jobs
Wisecode,wisecode,lever,40,low,1,bulk-verified; 3 jobs
Wra Ca,wra-ca,lever,40,low,1,bulk-verified; 3 jobs
Zingtree,zingtree,lever,40,low,1,bulk-verified; 3 jobs
0G,0g,ashby,40,low,1,bulk-verified; 3 jobs
A Team,a-team,ashby,40,low,1,bulk-verified; 3 jobs
Ace 1 Media,ace-1-media,ashby,40,low,1,bulk-verified; 3 jobs
Aescape,aescape,ashby,40,low,1,bulk-verified; 3 jobs
Aisle,aisle,ashby,40,low,1,bulk-verified; 3 jobs
Anon,anon,ashby,40,low,1,bulk-verified; 3 jobs
Apollo Information Systems,apollo-information-systems,ashby,40,low,1,bulk-verified; 3 jobs
Appliedlabs,appliedlabs,ashby,40,low,1,bulk-verified; 3 jobs
Arrakis,arrakis,ashby,40,low,1,bulk-verified; 3 jobs
Artemisanalytics,artemisanalytics,ashby,40,low,1,bulk-verified; 3 jobs
Asula,asula,ashby,40,low,1,bulk-verified; 3 jobs
Atomic Invest,atomic-invest,ashby,40,low,1,bulk-verified; 3 jobs
Atroposhealth,atroposhealth,ashby,40,low,1,bulk-verified; 3 jobs
Avala,avala,ashby,40,low,1,bulk-verified; 3 jobs
Axiom,axiom,ashby,40,low,1,bulk-verified; 3 jobs
